0.5	0.0	1000.0
0.5	0.002	170.0
0.5	0.004	149.9
0.5	0.006	161.2
0.5	0.008	321.1
0.5	0.01	1000.0
0.5	0.012	1000.0
0.5	0.014	1000.0
0.5	0.016	1000.0
0.5	0.018000000000000002	1000.0
0.5	0.020000000000000004	1000.0
0.5	0.022000000000000006	1000.0
0.5	0.024000000000000007	1000.0
0.5	0.02600000000000001	1000.0
0.5	0.02800000000000001	1000.0

0.52	0.0	1000.0
0.52	0.002	171.7
0.52	0.004	152.4
0.52	0.006	157.3
0.52	0.008	329.0
0.52	0.01	950.4
0.52	0.012	1000.0
0.52	0.014	1000.0
0.52	0.016	1000.0
0.52	0.018000000000000002	1000.0
0.52	0.020000000000000004	1000.0
0.52	0.022000000000000006	1000.0
0.52	0.024000000000000007	1000.0
0.52	0.02600000000000001	1000.0
0.52	0.02800000000000001	1000.0

0.54	0.0	1000.0
0.54	0.002	169.2
0.54	0.004	149.0
0.54	0.006	157.6
0.54	0.008	240.7
0.54	0.01	929.8
0.54	0.012	1000.0
0.54	0.014	1000.0
0.54	0.016	1000.0
0.54	0.018000000000000002	1000.0
0.54	0.020000000000000004	1000.0
0.54	0.022000000000000006	1000.0
0.54	0.024000000000000007	1000.0
0.54	0.02600000000000001	1000.0
0.54	0.02800000000000001	1000.0

0.56	0.0	1000.0
0.56	0.002	163.9
0.56	0.004	147.3
0.56	0.006	155.5
0.56	0.008	258.6
0.56	0.01	1000.0
0.56	0.012	1000.0
0.56	0.014	1000.0
0.56	0.016	1000.0
0.56	0.018000000000000002	1000.0
0.56	0.020000000000000004	1000.0
0.56	0.022000000000000006	1000.0
0.56	0.024000000000000007	1000.0
0.56	0.02600000000000001	1000.0
0.56	0.02800000000000001	1000.0

0.5800000000000001	0.0	1000.0
0.5800000000000001	0.002	166.9
0.5800000000000001	0.004	142.8
0.5800000000000001	0.006	153.9
0.5800000000000001	0.008	272.8
0.5800000000000001	0.01	1000.0
0.5800000000000001	0.012	1000.0
0.5800000000000001	0.014	1000.0
0.5800000000000001	0.016	1000.0
0.5800000000000001	0.018000000000000002	1000.0
0.5800000000000001	0.020000000000000004	1000.0
0.5800000000000001	0.022000000000000006	1000.0
